unique_id,icn,auctiondate,year,make,model,category,subcategory,location_state,location_city,starting_bid,reserve_price,hammer,buyers_premium,contract_price,reserve_met,seller_id,buyer_id,num_bids,region_id,district_id,territory_id,business_segment
16684,DA2429,2025-12-03,1996,Chevrolet,Equinox,Passenger,Minivans,MO,Columbia,1001,1722,3323,332,3655,1,2115,1773,9,1,4,32,Core
16685,WR9926,2025-12-03,2024,John Deere,X9 1100,Ag Equipment,Combines,OK,Norman,8503,11706,22950,2295,25245,1,2354,1912,11,1,1,4,Expansion
16686,EP0887,2025-12-03,2018,Freightliner,Columbia,Truck/Trailer,Semi Tractors,KS,Kansas City,4800,6544,16709,1670,18379,1,2193,975,12,1,3,20,Core
16687,TI6222,2025-12-03,2024,Ram,2500,Truck/Trailer,Box Trucks,KS,Wichita,4586,6955,13049,1304,14353,1,2462,2640,7,1,2,13,Expansion
16688,LH9436,2025-12-03,2021,Ford,Explorer,Passenger,Coupes,KS,Kansas City,1269,1631,6482,648,7130,1,2154,2573,9,1,2,16,Core
16689,QI4091,2025-12-03,2017,Volvo,L150H,Construction,Wheel Loaders,NE,Omaha,12558,21652,43873,4387,48260,1,2238,896,5,1,4,30,Enterprise
16690,ZR2976,2025-12-03,1999,Massey Ferguson,8737,Ag Equipment,Planters,IN,Indianapolis,8852,11624,29374,2937,32311,1,2423,1656,8,1,2,12,Core
16691,KA9035,2025-12-03,1994,John Deere,S790,Ag Equipment,Combines,OH,Cincinnati,9213,12369,25926,2592,28518,1,2639,835,6,1,4,31,Core
16692,LM0381,2025-12-03,2010,Kenworth,T880,Truck/Trailer,Dump Trucks,GA,Atlanta,5184,6437,19834,1983,21817,1,2202,1889,3,2,7,50,Core
16693,SZ3245,2025-12-03,1990,Chevrolet,Malibu,Passenger,Coupes,KS,Kansas City,1197,1516,5103,510,5613,1,2358,1507,14,1,1,7,Core
16694,UG8002,2025-12-03,2020,Freightliner,Cascadia,Truck/Trailer,Dump Trucks,FL,Jacksonville,4032,6442,13170,1317,14487,1,2204,870,6,2,8,64,Core
16695,PC3714,2025-12-03,1991,John Deere,644K,Construction,Excavators,TX,Austin,16745,18030,25743,2574,28317,1,2016,889,7,1,2,14,Core
16696,TC0480,2025-12-03,2006,Volvo,EC220,Construction,Dozers,NC,Raleigh,16687,19195,37117,3711,40828,1,2387,1762,11,2,8,62,Enterprise
16697,GG7724,2025-12-03,2019,Toyota,Highlander,Passenger,Minivans,OK,Tulsa,1121,1428,3860,386,4246,1,2300,408,14,1,2,10,Core
16698,RC7012,2025-12-03,2001,Chevrolet,Silverado 2500,Truck/Trailer,Box Trucks,KS,Overland Park,6190,6634,10444,1044,11488,1,2199,1404,13,1,1,1,Expansion
16699,NN4261,2025-12-03,1997,Ford,Explorer,Passenger,Sedans,MO,Kansas City,1315,1626,7467,746,8213,1,2141,1896,2,1,4,26,Core
16700,US2762,2025-12-03,2021,Chevrolet,Traverse,Passenger,Coupes,TX,Austin,1034,1656,4842,484,5326,1,2103,526,4,1,1,2,Core
16701,BF5121,2025-12-03,2021,Freightliner,Columbia,Truck/Trailer,Box Trucks,CO,Denver,5616,6710,12291,1229,13520,1,2363,2616,11,3,10,74,Core
16702,DF3752,2025-12-03,2007,Peterbilt,567,Truck/Trailer,Semi Tractors,KS,Overland Park,5222,6533,11605,1160,12765,1,2247,910,10,1,2,10,Core
16703,LL9241,2025-12-03,1998,New Holland,CR8.90,Ag Equipment,Tractors,WA,Seattle,8382,11177,18611,1861,20472,1,2223,1099,8,3,9,69,Core
16704,QI3499,2025-12-03,2007,Kenworth,T680,Truck/Trailer,Box Trucks,OH,Cleveland,6392,6669,16111,1611,17722,1,2399,1084,8,1,1,8,Expansion
16705,JZ6395,2025-12-03,1998,Toyota,Highlander,Passenger,Sedans,WI,Madison,1035,1632,5407,540,5947,1,2618,347,12,1,4,26,Core
16706,UA2057,2025-12-03,2018,Ram,3500,Truck/Trailer,Dump Trucks,NE,Lincoln,5738,6897,8605,860,9465,1,2459,91,13,1,1,3,Core
16707,PN6861,2025-12-03,2020,Kenworth,T880,Truck/Trailer,Box Trucks,WI,Milwaukee,4165,6790,19843,1984,21827,1,2264,340,10,1,3,21,Core
16708,FC4746,2025-12-03,2002,Ram,3500,Truck/Trailer,Pickup Trucks,MO,St Louis,6399,6837,15828,1582,17410,1,2318,3,9,1,1,2,Core
16709,ZM7284,2025-12-03,1993,Ford,F-450,Truck/Trailer,Dump Trucks,OK,Tulsa,4034,6524,16549,1654,18203,1,2227,975,10,1,3,22,Core
16710,YD3684,2025-12-03,2007,New Holland,T7.270,Ag Equipment,Tractors,KS,Overland Park,8153,11434,30228,3022,33250,1,2210,1209,13,1,2,15,Expansion
16711,VA9787,2025-12-03,2024,Chevrolet,Traverse,Passenger,Coupes,FL,Orlando,1336,1465,6041,604,6645,1,2379,1739,8,2,6,45,Core
16712,NW5274,2025-12-03,2020,Honda,CR-V,Passenger,SUVs,MO,St Louis,1231,1626,7855,785,8640,1,2429,460,5,1,2,14,Core
16713,IY9257,2025-12-03,2024,Kenworth,W900,Truck/Trailer,Box Trucks,PA,Harrisburg,5103,6000,14793,1479,16272,1,2117,1768,3,2,5,35,Expansion
16714,RC8756,2025-12-03,1996,Kenworth,T680,Truck/Trailer,Pickup Trucks,IN,Indianapolis,4829,7048,10069,1006,11075,1,2529,2,4,1,1,2,Core
16715,NA5207,2025-12-03,2000,Honda,Accord,Passenger,Sedans,KS,Kansas City,1187,1780,5488,548,6036,1,2316,693,4,1,1,2,Core
16716,QO5311,2025-12-03,1991,Toyota,Corolla,Passenger,SUVs,NC,Raleigh,1391,1634,4715,471,5186,1,2301,611,14,2,5,33,Core
16717,MI8826,2025-12-03,1995,Chevrolet,Silverado 3500,Truck/Trailer,Box Trucks,IA,Des Moines,4808,6942,18452,1845,20297,1,2586,1654,7,1,1,4,Core
16718,WT3419,2025-12-03,1998,Volvo,EC300,Construction,Skid Steers,MO,St Louis,16240,21968,39360,3936,43296,1,2129,1146,6,1,4,31,Enterprise
16719,MT2052,2025-12-03,2022,New Holland,CR10.90,Ag Equipment,Combines,NE,Omaha,10840,11303,29813,2981,32794,1,2548,1744,7,1,4,25,Expansion
16720,QG3054,2025-12-03,2023,Toyota,RAV4,Passenger,SUVs,IL,Springfield,1327,1644,2116,211,2327,1,2049,1276,11,1,3,17,Core
16721,UB9656,2025-12-03,2004,Case IH,Magnum 340,Ag Equipment,Tractors,SD,Sioux Falls,11996,13387,33822,3382,37204,1,2086,459,2,1,4,32,Core
16722,YZ4534,2025-12-03,2009,Volvo,EC480,Construction,Dozers,CA,San Diego,18875,18773,45614,4561,50175,1,2435,1828,3,3,11,88,Enterprise
16723,YU3107,2025-12-03,2021,Kenworth,T680,Truck/Trailer,Pickup Trucks,MN,St Paul,4276,5797,17637,1763,19400,1,2549,1660,4,1,4,29,Core
16724,ZB5271,2025-12-03,1997,Toyota,Camry,Passenger,Sedans,TX,Dallas,1257,1441,2725,272,2997,1,2252,1221,15,1,1,7,Core
16725,HP6082,2025-12-03,2001,New Holland,T9.565,Ag Equipment,Harvesters,CA,San Diego,9926,12268,27452,2745,30197,1,2029,854,10,3,10,74,Core
16726,QU7186,2025-12-03,2023,Ford,F-350,Truck/Trailer,Box Trucks,OH,Cleveland,4464,6126,10739,1073,11812,1,2603,189,6,1,1,8,Expansion
16727,OU2159,2025-12-03,1990,Massey Ferguson,8737,Ag Equipment,Combines,OH,Columbus,10571,10920,16845,1684,18529,1,2129,115,12,1,2,9,Enterprise
16728,IR6566,2025-12-03,2013,Komatsu,PC210,Construction,Wheel Loaders,OH,Columbus,14701,21337,41702,4170,45872,1,2374,1440,4,1,1,8,Core
16729,KL0865,2025-12-03,2024,Chevrolet,Silverado 2500,Truck/Trailer,Semi Tractors,MO,Columbia,5483,5777,10152,1015,11167,1,2449,2549,6,1,1,2,Core
16730,HG8640,2025-12-03,1993,Kenworth,T880,Truck/Trailer,Semi Tractors,MO,Kansas City,6247,6689,19824,1982,21806,1,2529,1033,2,1,3,20,Core
16731,MI9036,2025-12-03,2011,Volvo,L150H,Construction,Skid Steers,TX,Houston,14152,20863,36186,3618,39804,1,2272,434,4,1,3,19,Enterprise
16732,XU3236,2025-12-03,2000,Caterpillar,D6,Construction,Dozers,MO,Springfield,14149,20598,35415,3541,38956,1,2601,567,11,1,1,6,Enterprise
16733,AV3834,2025-12-03,2019,Chevrolet,Equinox,Passenger,Minivans,FL,Orlando,1396,1549,2637,263,2900,1,2082,896,13,2,7,49,Expansion
16734,ZK1003,2025-12-03,1991,Volvo,L120H,Construction,Dozers,CO,Denver,13823,20430,47132,4713,51845,1,2241,591,14,3,12,95,Enterprise
16735,AV7199,2025-12-03,1992,Chevrolet,Equinox,Passenger,Sedans,TX,Dallas,1429,1684,3340,334,3674,1,2165,83,10,1,2,16,Core
16736,LK4288,2025-12-03,1995,Freightliner,Columbia,Truck/Trailer,Box Trucks,KS,Wichita,6051,6188,9850,985,10835,1,2220,1130,2,1,3,24,Core
16737,HA6498,2025-12-03,2018,John Deere,850K,Construction,Wheel Loaders,AZ,Phoenix,14043,19047,36427,3642,40069,1,2592,17,15,3,11,83,Enterprise
16738,IH8459,2025-12-03,1993,Freightliner,Century,Truck/Trailer,Dump Trucks,KS,Wichita,4733,6523,15910,1591,17501,1,2065,1042,7,1,4,25,Core
16739,UW8727,2025-12-03,2014,Ford,F-450,Truck/Trailer,Dump Trucks,MN,St Paul,5864,6249,18783,1878,20661,1,2316,1409,6,1,4,28,Core
16740,WS8866,2025-12-03,2008,Chevrolet,Traverse,Passenger,Sedans,PA,Philadelphia,1071,1734,3651,365,4016,1,2119,656,11,2,5,34,Core
16741,ID1437,2025-12-03,1994,Ford,Fusion,Passenger,SUVs,KS,Overland Park,1547,1458,4779,477,5256,1,2166,618,1,1,3,24,Expansion
16742,ST3446,2025-12-03,1999,Toyota,Camry,Passenger,Coupes,KS,Topeka,1534,1724,2985,298,3283,1,2193,487,1,1,2,10,Core
16743,YV8912,2025-12-03,1995,Chevrolet,Equinox,Passenger,Minivans,GA,Savannah,1531,1633,7485,748,8233,1,2149,586,15,2,5,40,Core
16744,EK4338,2025-12-03,2019,Case IH,1255,Ag Equipment,Harvesters,TX,Dallas,9070,13099,25703,2570,28273,1,2326,1864,11,1,1,4,Core
16745,PK6284,2025-12-03,1990,Ford,F-450,Truck/Trailer,Box Trucks,WI,Madison,4510,6965,10251,1025,11276,1,2056,1353,4,1,2,16,Core
16746,ZM5101,2025-12-03,2000,Peterbilt,567,Truck/Trailer,Box Trucks,WA,Seattle,6365,5603,13201,1320,14521,1,2261,1430,15,3,12,95,Core
16747,VM7964,2025-12-03,2022,Freightliner,Century,Truck/Trailer,Box Trucks,CA,San Diego,4177,6603,18368,1836,20204,1,2481,618,8,3,12,90,Core
16748,CE8076,2025-12-03,2015,Kenworth,W900,Truck/Trailer,Dump Trucks,TX,San Antonio,4458,5722,10448,1044,11492,1,2246,1473,4,1,1,1,Core
16749,XT2491,2025-12-03,2009,John Deere,644K,Construction,Excavators,WA,Spokane,12863,17797,38836,3883,42719,1,2397,1888,9,3,12,95,Enterprise
16750,NL6834,2025-12-03,2014,Caterpillar,330,Construction,Wheel Loaders,KS,Wichita,19512,21783,47092,4709,51801,1,2456,1190,4,1,4,27,Enterprise
16751,YC1192,2025-12-03,2017,John Deere,6155R,Ag Equipment,Combines,NY,Rochester,8327,11940,24384,2438,26822,1,2039,882,10,2,6,46,Enterprise
16752,JI5193,2025-12-03,2010,Ford,Escape,Passenger,SUVs,OK,Broken Arrow,1370,1791,6807,680,7487,1,2023,701,2,1,4,25,Core
16753,AM7143,2025-12-03,1990,Ford,F-350,Truck/Trailer,Box Trucks,FL,Jacksonville,4488,5795,12293,1229,13522,1,2476,1026,1,2,5,39,Expansion
16754,PP0770,2025-12-03,2011,Chevrolet,Silverado 3500,Truck/Trailer,Pickup Trucks,MO,St Louis,4462,6050,12737,1273,14010,1,2321,1382,9,1,3,18,Expansion
16755,RL0524,2025-12-03,2010,Caterpillar,950M,Construction,Skid Steers,WI,Green Bay,13968,21139,34627,3462,38089,1,2324,685,14,1,3,22,Enterprise
16756,VJ3321,2025-12-03,2021,Ram,2500,Truck/Trailer,Semi Tractors,OK,Oklahoma City,5017,7057,16595,1659,18254,1,2213,408,5,1,1,3,Expansion
16757,RH1735,2025-12-03,1994,Freightliner,Century,Truck/Trailer,Box Trucks,MO,Columbia,4829,6220,10252,1025,11277,1,2031,1414,13,1,1,4,Expansion
16758,SX4751,2025-12-03,2006,Massey Ferguson,8737,Ag Equipment,Combines,FL,Orlando,9641,11694,15137,1513,16650,1,2551,1307,7,2,7,54,Expansion
16759,ZX0337,2025-12-03,2004,Peterbilt,348,Truck/Trailer,Box Trucks,OK,Tulsa,5124,7053,18301,1830,20131,1,2512,1175,10,1,3,18,Expansion
16760,NZ4673,2025-12-03,1991,Toyota,Corolla,Passenger,SUVs,NC,Charlotte,1019,1746,2513,251,2764,1,2100,901,2,2,6,48,Core
16761,WC3995,2025-12-03,2005,New Holland,T8.380,Ag Equipment,Harvesters,PA,Pittsburgh,8870,13045,30835,3083,33918,1,2409,1537,5,2,7,55,Expansion
16762,RM9424,2025-12-03,2014,Freightliner,Century,Truck/Trailer,Dump Trucks,IL,Chicago,5942,5601,11518,1151,12669,1,2292,39,1,1,1,6,Expansion
16763,SM6067,2025-12-03,2019,John Deere,644K,Construction,Excavators,CA,San Diego,12788,18874,40205,4020,44225,1,2641,1145,11,3,12,93,Enterprise
16764,FL9969,2025-12-03,1992,Ram,2500,Truck/Trailer,Semi Tractors,KS,Topeka,4713,6479,15214,1521,16735,1,2102,2645,8,1,2,9,Core
16765,UC3992,2025-12-03,2007,Chevrolet,Silverado 3500,Truck/Trailer,Dump Trucks,SC,Columbia,6356,5787,18290,1829,20119,1,2309,1291,5,2,8,63,Core
16766,MB8535,2025-12-03,1994,John Deere,210G,Construction,Dozers,KS,Wichita,19095,19414,42888,4288,47176,1,2062,177,3,1,3,20,Enterprise
16767,KL9516,2025-12-03,2006,Case IH,2150,Ag Equipment,Planters,OK,Broken Arrow,7821,12624,24494,2449,26943,1,2446,2572,1,1,1,3,Core
16768,OX4696,2025-12-03,2021,John Deere,950K,Construction,Skid Steers,MO,Columbia,17905,21955,40640,4064,44704,1,2324,1627,12,1,3,19,Enterprise
16769,LO2841,2025-12-03,2016,Case IH,Magnum 340,Ag Equipment,Combines,OK,Oklahoma City,7577,12245,21180,2118,23298,1,2550,886,7,1,4,28,Enterprise
16770,YG4392,2025-12-03,1998,John Deere,X9 1100,Ag Equipment,Harvesters,OK,Oklahoma City,7523,12608,19383,1938,21321,1,2146,1510,6,1,1,8,Core
16771,PQ9529,2025-12-03,2022,Chevrolet,Equinox,Passenger,Coupes,WI,Madison,1438,1748,4292,429,4721,1,2368,139,12,1,1,1,Core
16772,DG3062,2025-12-03,1996,Ford,Fusion,Passenger,SUVs,IL,Chicago,1039,1541,4370,437,4807,1,2179,1534,9,1,3,17,Enterprise
16773,QU1927,2025-12-03,2005,Honda,Civic,Passenger,Minivans,MO,Kansas City,1382,1725,2231,223,2454,1,2524,1641,15,1,3,20,Core
16774,TK1415,2025-12-03,2015,Kenworth,W900,Truck/Trailer,Box Trucks,OR,Eugene,5974,6141,19121,1912,21033,1,2227,894,3,3,12,91,Core
16775,BL6780,2025-12-03,1992,New Holland,T8.380,Ag Equipment,Harvesters,OH,Columbus,10434,11030,24205,2420,26625,1,2645,12,1,1,1,2,Core
16776,TG0188,2025-12-03,1999,Ford,Fusion,Passenger,Minivans,KS,Wichita,1127,1550,6839,683,7522,1,2175,1122,6,1,3,18,Core
16777,PV2362,2025-12-03,2014,Case IH,Magnum 280,Ag Equipment,Tractors,GA,Augusta,11252,12302,33340,3334,36674,1,2308,408,10,2,7,53,Core
16778,IA0058,2025-12-03,2006,Volvo,EC220,Construction,Excavators,NC,Greensboro,17751,20015,47616,4761,52377,1,2238,1152,1,2,8,63,Enterprise
16779,ZB9295,2025-12-03,2006,Case IH,Magnum 280,Ag Equipment,Planters,NE,Lincoln,9260,11597,19950,1995,21945,1,2300,576,6,1,1,3,Core
16780,WF0612,2025-12-03,2005,Peterbilt,348,Truck/Trailer,Semi Tractors,OR,Eugene,5058,5953,13767,1376,15143,1,2163,918,14,3,12,94,Core
16781,CR3941,2025-12-03,1998,Komatsu,D155,Construction,Skid Steers,TX,San Antonio,14161,18871,37085,3708,40793,1,2334,1648,11,1,1,1,Core
16782,XP5633,2025-12-03,2006,Chevrolet,Malibu,Passenger,SUVs,OR,Salem,1360,1691,5546,554,6100,1,2526,2578,14,3,10,78,Core
16783,VD8519,2025-12-03,2013,Freightliner,Cascadia,Truck/Trailer,Dump Trucks,WI,Madison,4092,5724,12974,1297,14271,1,2518,2584,3,1,1,3,Core
16784,XE8073,2025-12-03,2001,John Deere,7230R,Ag Equipment,Combines,IN,Evansville,9261,11373,17264,1726,18990,1,2073,1714,6,1,3,20,Core
16785,HE0234,2025-12-03,2003,Peterbilt,389,Truck/Trailer,Box Trucks,WA,Tacoma,4176,6571,12041,1204,13245,1,2214,534,1,3,11,83,Expansion
16786,KI2687,2025-12-03,1998,Komatsu,WA470,Construction,Wheel Loaders,KS,Wichita,14348,18931,42103,4210,46313,1,2352,1344,5,1,2,14,Enterprise
16787,NG8292,2025-12-03,2004,Case IH,Magnum 280,Ag Equipment,Harvesters,MI,Detroit,9767,13115,23996,2399,26395,1,2309,2524,9,1,3,21,Core
16788,PO7288,2025-12-03,2006,Chevrolet,Silverado 3500,Truck/Trailer,Pickup Trucks,KS,Topeka,5033,7011,8454,845,9299,1,2305,1550,11,1,4,27,Core
16789,JR1528,2025-12-03,2012,Case IH,Magnum 280,Ag Equipment,Harvesters,KS,Wichita,10909,11440,29559,2955,32514,1,2433,1486,7,1,2,11,Expansion
16790,MF1830,2025-12-03,2024,Case IH,Magnum 280,Ag Equipment,Planters,OH,Columbus,10378,13206,27965,2796,30761,1,2058,1822,1,1,3,19,Core
16791,XX3976,2025-12-03,2022,Chevrolet,Silverado 2500,Truck/Trailer,Box Trucks,CO,Denver,5596,6036,9152,915,10067,1,2585,1144,5,3,9,68,Core
16792,PV9048,2025-12-03,2013,Volvo,EC220,Construction,Dozers,CA,Los Angeles,18375,19229,29440,2944,32384,1,2324,1826,11,3,9,68,Enterprise
16793,LM4582,2025-12-03,1991,Chevrolet,Silverado 3500,Truck/Trailer,Dump Trucks,OR,Portland,4696,6131,9841,984,10825,1,2346,1245,4,3,9,72,Core
16794,TM9301,2025-12-03,1994,John Deere,644K,Construction,Skid Steers,OK,Tulsa,16662,18560,38174,3817,41991,1,2514,425,15,1,3,23,Expansion
16795,EU4194,2025-12-03,2017,Caterpillar,972M,Construction,Skid Steers,OK,Tulsa,13619,19535,46979,4697,51676,1,2129,731,9,1,3,17,Enterprise
16796,SS5268,2025-12-03,1990,John Deere,350G,Construction,Excavators,OK,Oklahoma City,15392,20404,42700,4270,46970,1,2024,652,12,1,1,4,Enterprise
16797,XM5913,2025-12-03,1996,Caterpillar,950M,Construction,Excavators,MO,Springfield,19597,18465,37101,3710,40811,1,2040,1917,15,1,3,17,Enterprise
16798,YE7870,2025-12-03,1994,Case IH,9250,Ag Equipment,Harvesters,OK,Oklahoma City,8940,11311,29025,2902,31927,1,2002,460,1,1,1,7,Core
16799,YO8812,2025-12-03,2022,Massey Ferguson,8737,Ag Equipment,Harvesters,OR,Salem,8207,11918,17989,1798,19787,1,2611,1901,12,3,12,94,Core
16800,GE0020,2025-12-03,2008,Freightliner,Century,Truck/Trailer,Box Trucks,PA,Harrisburg,4296,6451,14280,1428,15708,1,2099,1535,1,2,6,45,Expansion
16801,XX9498,2025-12-03,2004,Chevrolet,Traverse,Passenger,Sedans,FL,Tampa,1223,1741,2698,269,2967,1,2395,1750,10,2,8,61,Core
16802,YR2167,2025-12-03,1990,John Deere,X9 1100,Ag Equipment,Planters,MO,St Louis,8576,11214,21191,2119,23310,1,2326,143,7,1,3,24,Core
16803,ET7121,2025-12-03,2003,Chevrolet,Silverado 2500,Truck/Trailer,Dump Trucks,MN,Minneapolis,4269,6102,17083,1708,18791,1,2598,1964,1,1,1,8,Core
16804,AK5753,2025-12-03,2020,Ram,2500,Truck/Trailer,Semi Tractors,KS,Overland Park,6124,7058,11831,1183,13014,1,2605,3,9,1,4,30,Core
16805,DB5918,2025-12-03,1999,Volvo,L220H,Construction,Skid Steers,NE,Lincoln,17626,18998,30890,3089,33979,1,2550,391,3,1,3,21,Enterprise
16806,CK1193,2025-12-03,1993,Ram,3500,Truck/Trailer,Semi Tractors,KS,Kansas City,5166,6361,16541,1654,18195,1,2559,913,14,1,4,27,Expansion
16807,KY0807,2025-12-03,2009,Case IH,2150,Ag Equipment,Tractors,MO,St Louis,11861,11719,26236,2623,28859,1,2294,1191,14,1,2,12,Expansion
16808,VH7373,2025-12-03,2024,Case IH,9250,Ag Equipment,Combines,NC,Charlotte,8697,11607,32032,3203,35235,1,2295,1640,10,2,8,62,Expansion
16809,KF5034,2025-12-03,1996,Peterbilt,348,Truck/Trailer,Box Trucks,OK,Norman,5183,6406,16904,1690,18594,1,2557,538,1,1,4,30,Enterprise
16810,NN3831,2025-12-03,1997,New Holland,T7.270,Ag Equipment,Harvesters,GA,Augusta,9889,13436,27914,2791,30705,1,2224,1904,8,2,8,63,Core
16811,WC6909,2025-12-03,2008,Komatsu,D65,Construction,Excavators,VA,Virginia Beach,17113,21535,42360,4236,46596,1,2061,1655,1,2,6,45,Expansion
16812,XM5843,2025-12-03,2023,Freightliner,Cascadia,Truck/Trailer,Semi Tractors,CA,San Diego,6308,5959,13316,1331,14647,1,2148,1813,8,3,12,91,Expansion
16813,XN5825,2025-12-03,1993,Honda,CR-V,Passenger,SUVs,MO,Columbia,1386,1635,6106,610,6716,1,2095,1646,4,1,1,3,Core
16814,SQ8896,2025-12-03,2015,Komatsu,WA500,Construction,Wheel Loaders,OK,Broken Arrow,15326,22374,45725,4572,50297,1,2030,532,15,1,4,31,Enterprise
16815,XG7094,2025-12-03,2002,Komatsu,D65,Construction,Skid Steers,IL,Chicago,16412,21247,35418,3541,38959,1,2214,775,9,1,4,28,Expansion
16816,AE6775,2025-12-03,2022,Peterbilt,348,Truck/Trailer,Semi Tractors,TX,San Antonio,6202,6456,18234,1823,20057,1,2154,1201,14,1,4,26,Core
16817,UO9113,2025-12-03,2017,Chevrolet,Silverado 3500,Truck/Trailer,Dump Trucks,KS,Wichita,4179,5861,9147,914,10061,1,2557,761,9,1,3,20,Enterprise
16818,WQ6553,2025-12-03,2024,Freightliner,Columbia,Truck/Trailer,Pickup Trucks,PA,Philadelphia,4518,6637,19356,1935,21291,1,2403,1121,5,2,5,38,Core
16819,PR6466,2025-12-03,1992,Toyota,Corolla,Passenger,SUVs,FL,Orlando,1378,1474,3900,390,4290,1,2318,600,4,2,5,39,Core
16820,UI0894,2025-12-03,2019,Chevrolet,Traverse,Passenger,Sedans,MO,Springfield,1580,1640,7033,703,7736,1,2299,394,9,1,2,13,Core
16821,LX4786,2025-12-03,2001,John Deere,210G,Construction,Excavators,NC,Raleigh,19393,22196,44189,4418,48607,1,2040,1571,8,2,5,39,Enterprise
16822,NN6919,2025-12-03,2011,Case IH,9250,Ag Equipment,Planters,OK,Oklahoma City,10153,11090,22628,2262,24890,1,2400,971,10,1,3,21,Expansion
16823,QC7940,2025-12-03,2009,Kenworth,T880,Truck/Trailer,Pickup Trucks,NC,Raleigh,5294,6523,19451,1945,21396,1,2462,1293,5,2,5,40,Expansion
16824,VK0415,2025-12-03,2004,John Deere,850K,Construction,Skid Steers,TX,Houston,19490,18771,25004,2500,27504,1,2575,2579,13,1,2,16,Core
16825,LE9397,2025-12-03,2000,Kenworth,T880,Truck/Trailer,Box Trucks,NE,Bellevue,4691,6823,9593,959,10552,1,2193,1759,11,1,4,29,Core
16826,FK9394,2025-12-03,2016,Massey Ferguson,8735,Ag Equipment,Tractors,KS,Topeka,10789,11011,28891,2889,31780,1,2626,335,14,1,3,24,Core
16827,VY9737,2025-12-03,2017,Komatsu,PC210,Construction,Wheel Loaders,NC,Greensboro,13002,21557,37191,3719,40910,1,2362,478,7,2,8,58,Enterprise
16828,YM8562,2025-12-03,2001,Komatsu,PC290,Construction,Excavators,NE,Bellevue,17237,19788,36910,3691,40601,1,2646,1102,11,1,4,28,Enterprise
16829,YO8996,2025-12-03,2007,Massey Ferguson,8737,Ag Equipment,Planters,MO,Springfield,9393,12549,25060,2506,27566,1,2049,1916,10,1,1,2,Core
16830,HG7806,2025-12-03,2012,Freightliner,Cascadia,Truck/Trailer,Box Trucks,MO,Columbia,4585,6849,19790,1979,21769,1,2568,1273,8,1,3,17,Core
16831,QI5157,2025-12-03,1998,Kenworth,W900,Truck/Trailer,Box Trucks,MI,Detroit,4867,5836,11875,1187,13062,1,2435,1865,6,1,2,14,Enterprise
16832,UB5976,2025-12-03,2024,Chevrolet,Silverado 2500,Truck/Trailer,Semi Tractors,OR,Salem,4900,6907,18794,1879,20673,1,2170,1387,3,3,12,95,Expansion
16833,LN6162,2025-12-03,1997,Freightliner,Cascadia,Truck/Trailer,Dump Trucks,IL,Peoria,4324,5876,18103,1810,19913,1,2335,1793,9,1,4,25,Core
16834,MQ6058,2025-12-03,2009,Peterbilt,567,Truck/Trailer,Dump Trucks,MI,Detroit,5496,6143,8193,819,9012,1,2181,1932,8,1,2,13,Core
16835,LS1724,2025-12-03,2002,Caterpillar,D6,Construction,Wheel Loaders,OR,Portland,19328,21264,38867,3886,42753,1,2467,1252,4,3,9,72,Enterprise
16836,EW0080,2025-12-03,1994,Ford,Escape,Passenger,Coupes,KS,Topeka,1506,1402,7681,768,8449,1,2307,462,11,1,1,8,Expansion
16837,QA4820,2025-12-03,2002,Freightliner,Cascadia,Truck/Trailer,Box Trucks,KS,Topeka,4759,6429,10884,1088,11972,1,2260,1331,11,1,2,12,Enterprise
16838,AI9331,2025-12-03,1992,John Deere,1775NT,Ag Equipment,Tractors,OR,Salem,9999,11302,20784,2078,22862,1,2608,923,12,3,10,80,Core
16839,TO2397,2025-12-03,2004,Ford,F-250,Truck/Trailer,Semi Tractors,KS,Wichita,4748,5826,14215,1421,15636,1,2402,905,1,1,2,9,Expansion
16840,IY8956,2025-12-03,2014,Toyota,Highlander,Passenger,Coupes,FL,Miami,1279,1729,4335,433,4768,1,2430,2508,7,2,6,41,Core
16841,IL9619,2025-12-03,2002,John Deere,350G,Construction,Excavators,KS,Topeka,13401,18977,39954,3995,43949,1,2360,731,15,1,4,31,Core
16842,RF8684,2025-12-03,1993,Kenworth,T680,Truck/Trailer,Dump Trucks,GA,Atlanta,5312,6197,14877,1487,16364,1,2415,156,11,2,8,61,Core
16843,DL0531,2025-12-03,2009,Komatsu,WA470,Construction,Dozers,OK,Norman,15726,20804,31002,3100,34102,1,2170,1895,7,1,2,13,Expansion
16844,LM7339,2025-12-03,1991,Peterbilt,389,Truck/Trailer,Box Trucks,CA,San Francisco,5451,5748,19994,1999,21993,1,2486,278,12,3,9,71,Expansion
16845,ZD4264,2025-12-03,2001,Chevrolet,Equinox,Passenger,Coupes,CO,Denver,1183,1756,2800,280,3080,1,2549,707,15,3,12,92,Core
16846,IT2937,2025-12-03,1998,Freightliner,Century,Truck/Trailer,Dump Trucks,CA,Sacramento,5829,6315,16294,1629,17923,1,2444,1508,5,3,12,93,Core
16847,XA6651,2025-12-03,1995,Caterpillar,D6,Construction,Skid Steers,FL,Miami,17853,21058,37351,3735,41086,1,2201,2600,2,2,5,37,Enterprise
16848,JF6191,2025-12-03,2009,Toyota,Highlander,Passenger,Minivans,KS,Topeka,1593,1538,7008,700,7708,1,2345,405,12,1,3,17,Core
